borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes
BK,1190,1035,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,781,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901035,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
QN,52,1252,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,RG,10,0,X,,,153,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,5,5,0,0,0,0,0,0,,,,0,0,0,4,4000521252,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,1072,1306,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1488,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721306,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1308,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1057,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721308,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1309,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1165,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721309,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1311,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1226,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721311,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1320,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,2120,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721320,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1322,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,2341,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721322,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,153,1189,101,31,1017,02,1,10007,E006,5,7700,1,3B,49-51 CHAMBERS STREET,,,,,,,,,,,,R4,03,0,,,,1459,0,1459,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,5,5,12438,246713,0,0,0,0,,,,0,0,0,1,1001531189,,0031,982826,199406,40.7139999954088,-74.0051366663538,,,1,1,,,,2,20v2,01,15,,,,,,,,,,,,,
MN,1072,1294,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1165,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721294,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1270,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1042,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721270,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1272,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,424,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721272,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1516,1223,108,148.02,2001,02,5,10128,L013,19,3600,1,5B,180 EAST 88TH STREET,,,,,,,,,,,,R4,03,0,X,,,2082,0,2082,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1015161223,,014802,997115,223466,40.7800294009363,-73.9535472294351,,,108S024,10514,,,,2,20v2,08,13,,,,,,,,,,,,,
BK,5087,1104,317,822,4000,17,40,11226,E248,67,5400,3,4A,153 MARTENSE STREET,,,,,,,,,,,,R1,02,0,X,,,749,0,749,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,5,5,0,0,0,0,0,0,,,,0,0,0,3,3050871104,,0822,997039,176728,40.6517449335522,-73.9539104432638,,,310 023,31602,,,,2,20v2,17,35,,,,,,,,,,,,,
BK,161,1061,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,440,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611061,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,161,1084,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,802,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611084,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
MN,2006,1160,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,623,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061160,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
BK,3435,1005,,,,,,,,,,,,189 COOPER STREET,,,,,,,,,,,,R4,03,0,X,,,10932,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3034351005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1536,1168,,,,,,,,,,,,45-11 82ND STREET,,,,,,,,,,,,R4,03,0,X,,,233805,0,650,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015361168,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1536,1179,,,,,,,,,,,,45-16 83RD STREET,,,,,,,,,,,,R4,03,0,X,,,233805,0,636,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015361179,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1190,1038,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,1136,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901038,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,1190,1039,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,376,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901039,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,1190,1045,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,1002,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901045,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
QN,52,1208,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,665,0,665,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000521208,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,2020,1301,303,227,2002,13,36,11238,E219,79,1300,3,2B,196 LEFFERTS PL,,,,,,,,,,,,R6,02,0,X,,,4593,0,1923,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3020201301,,0227,996294,187076,40.6801489353785,-73.9565768198946,,,305 047,30704,,,,2,20v2,03,36,,,,,,,,,,,,,
BK,2020,1302,303,227,2002,13,36,11238,E219,79,1300,3,2B,196 LEFFERTS PL,,,,,,,,,,,,R6,02,0,X,,,4593,0,1503,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3020201302,,0227,996294,187076,40.6801489353785,-73.9565768198946,,,305 047,30704,,,,2,20v2,03,36,,,,,,,,,,,,,
QN,405,1037,401,33,2005,30,26,11101,E258,114,710,4,6D,2705 41ST AVENUE,,,,,,,,,,,,R4,03,0,X,,,630,0,630,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004051037,,0033,1001446,213210,40.7518719765868,-73.9379351551876,,,401 075,40302,,,,2,20v2,01,41,,,,,,,,,,,,,
QN,1540,1110,404,485,2001,24,25,11373,E287,110,1410,4,1E,81-05 QUEENS BOULEVARD,,,,,,,,,,,,R4,03,0,X,,,1081,0,1081,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015401110,,0485,1016928,208203,40.7380853657963,-73.8820809615542,,,409 028,40905,,,,2,20v2,04,42,,,,,,,,,,,,,
QN,1540,1111,404,485,2001,24,25,11373,E287,110,1410,4,1E,81-05 QUEENS BOULEVARD,,,,,,,,,,,,R4,03,0,X,,,840,0,840,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015401111,,0485,1016928,208203,40.7380853657963,-73.8820809615542,,,409 028,40905,,,,2,20v2,04,42,,,,,,,,,,,,,
QN,4972,1371,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1164,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721371,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,4972,1372,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1129,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721372,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,78,1115,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,1095,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781115,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1116,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,1005,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781116,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1175,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,1089,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781175,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,78,1177,402,7,2000,30,26,11101,L115,108,720,4,2A,21-30 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,109320,0,1102,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000781177,,0007,999181,211647,40.7475860513167,-73.946113598458,,,401 019,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,1072,1286,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1302,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721286,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1578,1319,108,136,7000,02,5,10028,E022,19,3800,1,3B,40 EAST END AVENUE,,,,,,,,,,,,R4,03,0,X,,,1864,0,1864,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1015781319,,0136,998824,220549,40.7720203514045,-73.9473827230911,,,108S029,10516,,,,2,20v2,08,13,,,,,,,,,,,,,
MN,1578,1320,108,136,7000,02,5,10028,E022,19,3800,1,3B,40 EAST END AVENUE,,,,,,,,,,,,R4,03,0,X,,,2119,0,2119,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1015781320,,0136,998824,220549,40.7720203514045,-73.9473827230911,,,108S029,10516,,,,2,20v2,08,13,,,,,,,,,,,,,
QN,72,1125,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,763,0,763,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721125,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1147,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,674,0,674,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721147,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,2006,1224,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,508,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061224,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
BK,5658,1102,312,106,1000,20,38,11220,L114,66,6700,3,2C,856 52ND STREET,,,,,,,,,,,,RG,10,0,X,,,13634,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3056581102,,0106,983238,172071,40.6389716499583,-74.0036463915051,,,306A034,31707,,,,2,20v2,12,39,,,,,,,,,,,,,
QN,52,1255,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,RG,10,0,X,,,153,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,5,5,0,0,0,0,0,0,,,,0,0,0,4,4000521255,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,299,1303,,,,,,,,,,,,81 WARREN STREET,,,,,,,,,,,,R1,02,0,X,,,2960,0,1255,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,1,0,0,0,0,0,0,,,,0,0,0,3,3002991303,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1774,1022,303,253,3001,13,36,11216,L102,79,1800,3,1A,627 DEKALB AVENUE,,,,,,,,,,,,R4,03,0,X,,,673,0,673,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,5,5,0,0,0,0,0,0,,,,0,0,0,3,3017741022,,0253,997857,191279,40.6916829422739,-73.9509331261655,,,303 062,30609,,,,2,20v2,03,36,,,,,,,,,,,,,
MN,1072,1304,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1051,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721304,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
QN,29,1403,402,7,3009,30,26,11101,L115,108,720,4,3B,5-28 47TH AVE,,,,,,,,,,,,R1,02,0,X,,,5070,0,651,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000291403,,0007,996840,210899,40.7455366221444,-73.9545637322964,,,401 015,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,1190,1082,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,1482,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901082,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
MN,2006,1162,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,573,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061162,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,620,1021,401,65.01,2002,30,22,11102,E262,114,400,4,4E,2503 32 STREET,,,,,,,,,,,,R4,03,0,X,,,745,0,745,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4006201021,,006501,1007087,219689,40.7696423915903,-73.9175533173964,,,402 037,40202,,,,2,20v2,01,41,,,,,,,,,,,,,
QN,405,1047,401,33,2005,30,26,11101,E258,114,710,4,6D,2705 41ST AVENUE,,,,,,,,,,,,R4,03,0,X,,,561,0,561,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004051047,,0033,1001446,213210,40.7518719765868,-73.9379351551876,,,401 075,40302,,,,2,20v2,01,41,,,,,,,,,,,,,
QN,405,1048,401,33,2005,30,26,11101,E258,114,710,4,6D,2705 41ST AVENUE,,,,,,,,,,,,R4,03,0,X,,,635,0,635,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004051048,,0033,1001446,213210,40.7518719765868,-73.9379351551876,,,401 075,40302,,,,2,20v2,01,41,,,,,,,,,,,,,
MN,1516,1240,108,148.02,2001,02,5,10128,L013,19,3600,1,5B,180 EAST 88TH STREET,,,,,,,,,,,,R4,03,0,X,,,1422,0,1422,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1015161240,,014802,997115,223466,40.7800294009363,-73.9535472294351,,,108S024,10514,,,,2,20v2,08,13,,,,,,,,,,,,,
MN,1516,1241,108,148.02,2001,02,5,10128,L013,19,3600,1,5B,180 EAST 88TH STREET,,,,,,,,,,,,R4,03,0,X,,,2388,0,2388,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1015161241,,014802,997115,223466,40.7800294009363,-73.9535472294351,,,108S024,10514,,,,2,20v2,08,13,,,,,,,,,,,,,
QN,405,1045,401,33,2005,30,26,11101,E258,114,710,4,6D,2705 41ST AVENUE,,,,,,,,,,,,R4,03,0,X,,,630,0,630,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4004051045,,0033,1001446,213210,40.7518719765868,-73.9379351551876,,,401 075,40302,,,,2,20v2,01,41,,,,,,,,,,,,,
BK,1610,1009,303,291,1001,16,36,11221,E214,81,2100,3,4B,299 VAN BUREN STREET,,,,,,,,,,,,R1,02,0,X,,,720,0,720,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,5,5,0,0,0,0,0,0,,,,0,0,0,3,3016101009,,0291,1002239,191115,40.6912249782654,-73.9351320669215,,,305 009,30604,,,,2,20v2,03,32,,,,,,,,,,,,,
QN,72,1104,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,763,0,763,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721104,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
MN,2006,1187,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,865,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061187,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,4972,1387,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,957,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721387,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,4972,1367,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,607,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721367,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
BK,1190,1054,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,1692,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901054,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,1190,1055,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,439,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901055,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
QN,4972,1418,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1076,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721418,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
MN,1594,1015,110,186,2001,03,9,10026,E058,28,2400,1,1B,10 LENOX AVENUE,,,,,,,,,,,,R4,03,0,X,,,1169,0,1169,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1015941015,,0186,997613,230200,40.7985116815553,-73.9517356609256,,,107N061,10601,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,1594,1016,110,186,2001,03,9,10026,E058,28,2400,1,1B,10 LENOX AVENUE,,,,,,,,,,,,R4,03,0,X,,,628,0,628,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1015941016,,0186,997613,230200,40.7985116815553,-73.9517356609256,,,107N061,10601,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,72,1047,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,753,79,674,0,0,0,0,0,79,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721047,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1091,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,753,79,674,0,0,0,0,0,79,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721091,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,4972,1356,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,484,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721356,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
